Country,Crop,Year,Area_harvested_ha,Production_tonnes,Yield_kg_per_ha,Rainfall_mm,Temperature_C,Price_USD_per_tonne,Policy_Flag,Transport_Cost_USD,Demand_Supply_Gap
Algeria,Artichokes,2022,5543.0,124352.88,22434.8,42.57214105188958,30.364593512363815,703.06,Subsidy,10714.68,15560.45
Algeria,Artichokes,2023,6019.0,139912.08,23246.3,58.57875426380331,22.328630949036494,703.17,Subsidy,3658.2,20602.59
Algeria,Bananas,2020,10.0,234.99,24620.2,80.20878465307703,16.65036805957476,706.1,Subsidy,3.43,-16.15
Algeria,Bananas,2021,9.0,232.73,24597.3,56.89402201192456,11.64910568973606,717.53,Subsidy,7.71,8.94
Algeria,Bananas,2022,10.0,236.75,24649.3,42.57214105188958,30.364593512363815,725.21,Subsidy,18.36,35.16
Algeria,Bananas,2023,10.0,234.82,24622.4,58.57875426380331,22.328630949036494,716.93,Subsidy,12.02,13.19
Algeria,Barley,2020,978114.0,1213137.0,1240.3,80.20878465307703,16.65036805957476,472.3,Subsidy,13761.39,-20011.26
Algeria,Barley,2021,525631.0,555364.0,1056.6,56.89402201192456,11.64910568973606,482.12,Subsidy,39604.54,-25288.71
Algeria,Barley,2022,1025000.0,1000000.0,975.6,42.57214105188958,30.364593512363815,488.47,Subsidy,56517.53,-64063.21
Algeria,Barley,2023,1025000.0,1000000.0,975.6,58.57875426380331,22.328630949036494,480.47,Subsidy,46866.74,-24416.3
Algeria,"Beans, dry",2020,1981.0,2047.8,1033.7,80.20878465307703,16.65036805957476,470.23,Subsidy,40.34,-88.06
Algeria,"Beans, dry",2021,3817.0,3613.0,946.6,56.89402201192456,11.64910568973606,481.02,Subsidy,309.38,-435.85
Algeria,"Beans, dry",2022,2916.0,2744.52,941.2,42.57214105188958,30.364593512363815,488.13,Subsidy,239.25,515.78
Algeria,"Beans, dry",2023,2629.0,2500.19,951.0,58.57875426380331,22.328630949036494,480.22,Subsidy,69.26,114.69
Algeria,"Beer of barley, malted",2020,,135000.0,,80.20878465307703,16.65036805957476,,Subsidy,4215.33,-910.21
Algeria,"Beer of barley, malted",2021,,180000.0,,56.89402201192456,11.64910568973606,,Subsidy,7318.76,33083.89
Algeria,"Beer of barley, malted",2022,,150800.0,,42.57214105188958,30.364593512363815,,Subsidy,8389.77,-4912.73
Algeria,"Broad beans and horse beans, dry",2020,39849.0,49856.7,1251.1,80.20878465307703,16.65036805957476,472.41,Subsidy,2297.24,-6814.21
Algeria,"Broad beans and horse beans, dry",2021,37440.0,39629.0,1058.5,56.89402201192456,11.64910568973606,482.14,Subsidy,1747.93,7016.19
Algeria,"Broad beans and horse beans, dry",2022,36466.0,44653.39,1224.5,42.57214105188958,30.364593512363815,490.96,Subsidy,2625.99,3321.91
Algeria,"Broad beans and horse beans, dry",2023,37539.0,49842.61,1327.8,58.57875426380331,22.328630949036494,483.99,Subsidy,1913.63,5765.95
Algeria,"Broad beans and horse beans, green",2020,33125.0,287235.1,8671.2,80.20878465307703,16.65036805957476,546.61,Subsidy,20142.18,18636.62
Algeria,"Broad beans and horse beans, green",2021,32315.0,277353.0,8582.9,56.89402201192456,11.64910568973606,557.38,Subsidy,24065.0,-1647.36
Algeria,"Broad beans and horse beans, green",2022,32608.0,285541.97,8756.8,42.57214105188958,30.364593512363815,566.28,Subsidy,24250.26,-35099.84
Algeria,"Broad beans and horse beans, green",2023,34909.0,312576.08,8953.9,58.57875426380331,22.328630949036494,560.25,Subsidy,8397.66,-51866.3
Algeria,Cabbages,2020,4104.0,124204.1,30266.0,80.20878465307703,16.65036805957476,762.56,Subsidy,7615.72,-19940.27
Algeria,Cabbages,2021,4904.0,158045.0,32224.7,56.89402201192456,11.64910568973606,793.8,Subsidy,13327.07,-28460.77
Algeria,Cabbages,2022,4812.0,155681.73,32350.0,42.57214105188958,30.364593512363815,802.21,Subsidy,4437.58,-30731.2
Algeria,Cabbages,2023,4570.0,148598.9,32513.4,58.57875426380331,22.328630949036494,795.84,Subsidy,5587.72,5916.18
Algeria,Carrots and turnips,2020,17414.0,447595.3,25703.2,80.20878465307703,16.65036805957476,716.93,Subsidy,38852.25,3177.14
Algeria,Carrots and turnips,2021,16956.0,414322.0,24435.7,56.89402201192456,11.64910568973606,715.91,Subsidy,14781.08,-8939.53
Algeria,Carrots and turnips,2022,16345.0,422239.98,25833.2,42.57214105188958,30.364593512363815,737.05,Subsidy,15294.39,17692.7
Algeria,Carrots and turnips,2023,16109.0,436621.07,27104.6,58.57875426380331,22.328630949036494,741.76,Subsidy,7155.86,40287.82
Algeria,"Cattle fat, unrendered",2020,,2773.96,,80.20878465307703,16.65036805957476,,Subsidy,77.13,-207.85
Algeria,"Cattle fat, unrendered",2021,,2812.88,,56.89402201192456,11.64910568973606,,Subsidy,201.57,-388.58
Algeria,"Cattle fat, unrendered",2022,,2692.31,,42.57214105188958,30.364593512363815,,Subsidy,80.69,-50.71
Algeria,"Cattle fat, unrendered",2023,,2653.85,,58.57875426380331,22.328630949036494,,Subsidy,30.3,-344.8
Algeria,Cauliflowers and broccoli,2020,8891.0,242990.2,27330.3,80.20878465307703,16.65036805957476,733.2,Subsidy,10575.74,23140.27
Algeria,Cauliflowers and broccoli,2021,9425.0,238712.0,25328.8,56.89402201192456,11.64910568973606,724.84,Subsidy,22001.29,19616.87
Algeria,Cauliflowers and broccoli,2022,8990.0,241933.28,26910.4,42.57214105188958,30.364593512363815,747.82,Subsidy,21950.13,-21829.39
Algeria,Cauliflowers and broccoli,2023,9594.0,268699.96,28005.9,58.57875426380331,22.328630949036494,750.77,Subsidy,18571.41,-17063.6
Algeria,Cherries,2020,3555.0,11207.0,3152.5,80.20878465307703,16.65036805957476,491.42,Subsidy,292.88,398.02
Algeria,Cherries,2021,3788.0,11178.0,2950.9,56.89402201192456,11.64910568973606,501.06,Subsidy,450.59,1378.42
Algeria,Cherries,2022,3803.0,11160.32,2934.7,42.57214105188958,30.364593512363815,508.06,Subsidy,1023.16,1052.14
Algeria,Cherries,2023,3875.0,11584.51,2989.6,58.57875426380331,22.328630949036494,500.61,Subsidy,191.47,309.75
Algeria,"Chick peas, dry",2020,36743.0,39888.9,1085.6,80.20878465307703,16.65036805957476,470.75,Subsidy,1141.29,-6164.08
Algeria,"Chick peas, dry",2021,36520.0,38818.0,1062.9,56.89402201192456,11.64910568973606,482.18,Subsidy,2972.54,2428.11
Algeria,"Chick peas, dry",2022,34584.0,38576.89,1115.5,42.57214105188958,30.364593512363815,489.87,Subsidy,2177.53,-7280.05
Algeria,"Chick peas, dry",2023,34067.0,39969.67,1173.3,58.57875426380331,22.328630949036494,482.44,Subsidy,1575.97,-1488.96
Algeria,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,4140.0,15193.64,3669.9,80.20878465307703,16.65036805957476,496.59,Subsidy,1339.12,-965.24
Algeria,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,4146.0,15279.63,3685.1,56.89402201192456,11.64910568973606,508.4,Subsidy,496.84,-2444.86
Algeria,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,4147.0,15348.29,3701.2,42.57214105188958,30.364593512363815,515.73,Subsidy,811.05,-1903.44
Algeria,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,4144.0,15405.17,3717.1,58.57875426380331,22.328630949036494,507.88,Subsidy,1235.88,3051.08
Algeria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,22152.0,717659.0,32397.0,80.20878465307703,16.65036805957476,783.87,Subsidy,29986.18,117993.05
Algeria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,11190.0,351832.0,31442.5,56.89402201192456,11.64910568973606,785.98,Subsidy,20624.59,-35648.71
Algeria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,15113.0,497430.72,32913.0,42.57214105188958,30.364593512363815,807.84,Subsidy,29895.19,69060.81
Algeria,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,17481.0,624969.59,35751.9,58.57875426380331,22.328630949036494,828.23,Subsidy,45325.97,115803.84
Algeria,"Cotton lint, ginned",2020,,28.04,,80.20878465307703,16.65036805957476,,Subsidy,1.86,-0.48
Algeria,"Cotton lint, ginned",2021,,28.31,,56.89402201192456,11.64910568973606,,Subsidy,1.79,1.7
Algeria,"Cotton lint, ginned",2022,,28.57,,42.57214105188958,30.364593512363815,,Subsidy,2.74,-5.47
Algeria,Cotton seed,2020,,52.96,,80.20878465307703,16.65036805957476,,Subsidy,5.16,-8.01
Algeria,Cotton seed,2021,,53.46,,56.89402201192456,11.64910568973606,,Subsidy,5.19,-9.05
Algeria,Cotton seed,2022,,53.95,,42.57214105188958,30.364593512363815,,Subsidy,0.99,-1.77
Algeria,Cucumbers and gherkins,2020,4470.0,184362.0,41244.3,80.20878465307703,16.65036805957476,872.34,Subsidy,2510.67,-5957.82
Algeria,Cucumbers and gherkins,2021,4321.0,182890.0,42326.2,56.89402201192456,11.64910568973606,894.81,Subsidy,3083.36,-35259.1
Algeria,Cucumbers and gherkins,2022,4303.0,190051.57,44166.5,42.57214105188958,30.364593512363815,920.38,Subsidy,8836.03,10592.94
Algeria,Cucumbers and gherkins,2023,4324.0,199307.94,46094.7,58.57875426380331,22.328630949036494,931.66,Subsidy,7810.95,-12941.64
Algeria,Dates,2020,170500.0,1151909.3,6756.1,80.20878465307703,16.65036805957476,527.46,Subsidy,113448.02,-65541.16
Algeria,Dates,2021,172033.0,1188803.0,6910.3,56.89402201192456,11.64910568973606,540.66,Subsidy,111538.67,-624.05
Algeria,Dates,2022,175454.0,1244466.87,7092.9,42.57214105188958,30.364593512363815,549.64,Subsidy,33060.9,-27299.13
Algeria,Dates,2023,179150.0,1324767.01,7394.7,58.57875426380331,22.328630949036494,544.66,Subsidy,45236.38,-43260.7
Algeria,"Edible offal of cattle, fresh, chilled or frozen",2020,,21636.9,,80.20878465307703,16.65036805957476,,Subsidy,396.87,-3635.93
Algeria,"Edible offal of cattle, fresh, chilled or frozen",2021,,21940.5,,56.89402201192456,11.64910568973606,,Subsidy,1993.88,1423.08
Algeria,"Edible offal of cattle, fresh, chilled or frozen",2022,,21000.0,,42.57214105188958,30.364593512363815,,Subsidy,1589.23,4173.25
Algeria,"Edible offal of cattle, fresh, chilled or frozen",2023,,20700.0,,58.57875426380331,22.328630949036494,,Subsidy,1959.29,-3739.71
Algeria,"Edible offal of goat, fresh, chilled or frozen",2020,,7400.54,,80.20878465307703,16.65036805957476,,Subsidy,401.96,662.23
Algeria,"Edible offal of goat, fresh, chilled or frozen",2021,,7667.72,,56.89402201192456,11.64910568973606,,Subsidy,265.2,406.25
Algeria,"Edible offal of goat, fresh, chilled or frozen",2022,,7774.57,,42.57214105188958,30.364593512363815,,Subsidy,676.95,-435.07
Algeria,"Edible offal of goat, fresh, chilled or frozen",2023,,7779.57,,58.57875426380331,22.328630949036494,,Subsidy,322.79,-568.11
Algeria,"Edible offal of pigs, fresh, chilled or frozen",2020,,11.28,,80.20878465307703,16.65036805957476,,Subsidy,0.15,-2.24
Algeria,"Edible offal of pigs, fresh, chilled or frozen",2021,,11.11,,56.89402201192456,11.64910568973606,,Subsidy,0.85,0.29
Algeria,"Edible offal of pigs, fresh, chilled or frozen",2022,,10.96,,42.57214105188958,30.364593512363815,,Subsidy,1.09,0.93
Algeria,"Edible offal of pigs, fresh, chilled or frozen",2023,,10.82,,58.57875426380331,22.328630949036494,,Subsidy,0.21,0.47
Algeria,"Edible offal of sheep, fresh, chilled or frozen",2020,,42375.48,,80.20878465307703,16.65036805957476,,Subsidy,987.55,6803.08
Algeria,"Edible offal of sheep, fresh, chilled or frozen",2021,,43310.8,,56.89402201192456,11.64910568973606,,Subsidy,4289.57,2884.56
Algeria,"Edible offal of sheep, fresh, chilled or frozen",2022,,43786.96,,42.57214105188958,30.364593512363815,,Subsidy,2386.57,-7777.57
Algeria,"Edible offal of sheep, fresh, chilled or frozen",2023,,45555.97,,58.57875426380331,22.328630949036494,,Subsidy,3364.27,-5858.21
Algeria,"Edible offals of camels and other camelids, fresh, chilled or frozen",2020,,2148.08,,80.20878465307703,16.65036805957476,,Subsidy,132.69,112.12
Algeria,"Edible offals of camels and other camelids, fresh, chilled or frozen",2021,,2140.06,,56.89402201192456,11.64910568973606,,Subsidy,26.71,-98.97
Algeria,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,,2210.26,,42.57214105188958,30.364593512363815,,Subsidy,109.25,189.95
Algeria,"Edible offals of camels and other camelids, fresh, chilled or frozen",2023,,2322.58,,58.57875426380331,22.328630949036494,,Subsidy,47.6,276.8
Algeria,"Edible offals of horses and other equines,  fresh, chilled or frozen",2020,,1.56,,80.20878465307703,16.65036805957476,,Subsidy,0.07,-0.14
Algeria,"Edible offals of horses and other equines,  fresh, chilled or frozen",2021,,1.94,,56.89402201192456,11.64910568973606,,Subsidy,0.03,0.25
Algeria,"Edible offals of horses and other equines,  fresh, chilled or frozen",2022,,1.79,,42.57214105188958,30.364593512363815,,Subsidy,0.02,-0.05
Algeria,"Edible offals of horses and other equines,  fresh, chilled or frozen",2023,,1.79,,58.57875426380331,22.328630949036494,,Subsidy,0.04,0.18
Algeria,Eggplants (aubergines),2020,6262.0,178416.8,28492.0,80.20878465307703,16.65036805957476,744.82,Subsidy,12010.17,-9282.62
Algeria,Eggplants (aubergines),2021,6395.0,192893.0,30163.5,56.89402201192456,11.64910568973606,773.19,Subsidy,7956.54,-7796.11
Algeria,Eggplants (aubergines),2022,6547.0,205105.9,31330.0,42.57214105188958,30.364593512363815,792.01,Subsidy,20354.76,10442.82
Algeria,Eggplants (aubergines),2023,6840.0,220055.06,32170.1,58.57875426380331,22.328630949036494,792.41,Subsidy,17108.85,-14895.14
Algeria,Fat of camels,2020,,437.57,,80.20878465307703,16.65036805957476,,Subsidy,17.48,-0.31
Algeria,Fat of camels,2021,,435.94,,56.89402201192456,11.64910568973606,,Subsidy,30.29,63.13
Algeria,Fat of camels,2022,,450.24,,42.57214105188958,30.364593512363815,,Subsidy,26.39,-3.87
Algeria,Fat of camels,2023,,473.12,,58.57875426380331,22.328630949036494,,Subsidy,43.46,-79.7
Algeria,Fat of pigs,2020,,21.89,,80.20878465307703,16.65036805957476,,Subsidy,0.43,-2.1
Algeria,Fat of pigs,2021,,21.55,,56.89402201192456,11.64910568973606,,Subsidy,0.36,-0.73
Algeria,Fat of pigs,2022,,21.27,,42.57214105188958,30.364593512363815,,Subsidy,0.41,-1.31
Algeria,Fat of pigs,2023,,21.0,,58.57875426380331,22.328630949036494,,Subsidy,0.79,3.35
Algeria,Figs,2020,39026.0,116143.0,2976.0,80.20878465307703,16.65036805957476,489.66,Subsidy,8993.55,-17152.09
Algeria,Figs,2021,39065.0,107266.0,2745.9,56.89402201192456,11.64910568973606,499.01,Subsidy,8632.23,-12688.8
Algeria,Figs,2022,40136.0,115170.35,2869.5,42.57214105188958,30.364593512363815,507.41,Subsidy,7697.39,3321.79
Algeria,Figs,2023,38374.0,116183.18,3027.7,58.57875426380331,22.328630949036494,500.99,Subsidy,8834.87,-4955.75
Algeria,"Goat fat, unrendered",2020,,1110.08,,80.20878465307703,16.65036805957476,,Subsidy,89.97,142.03
Algeria,"Goat fat, unrendered",2021,,1150.16,,56.89402201192456,11.64910568973606,,Subsidy,68.97,-211.0
Algeria,"Goat fat, unrendered",2022,,1166.19,,42.57214105188958,30.364593512363815,,Subsidy,82.47,-21.52
Algeria,"Goat fat, unrendered",2023,,1166.94,,58.57875426380331,22.328630949036494,,Subsidy,30.15,154.05
Algeria,Grapes,2020,69319.0,554201.1,7994.9,80.20878465307703,16.65036805957476,539.84,Subsidy,45938.89,47970.84
Algeria,Grapes,2021,63443.0,630022.0,9930.5,56.89402201192456,11.64910568973606,570.86,Subsidy,18350.34,38310.88
Algeria,Grapes,2022,63816.0,619317.68,9704.8,42.57214105188958,30.364593512363815,575.76,Subsidy,38855.24,-116707.2
Algeria,Grapes,2023,64465.0,619740.16,9613.7,58.57875426380331,22.328630949036494,566.85,Subsidy,39281.87,28207.58
Algeria,Green garlic,2020,11687.0,170929.6,14625.1,80.20878465307703,16.65036805957476,606.15,Subsidy,3364.02,-2293.31
Algeria,Green garlic,2021,11374.0,195976.0,17230.4,56.89402201192456,11.64910568973606,643.86,Subsidy,12222.67,-37771.2
Algeria,Green garlic,2022,11284.0,202003.85,17902.5,42.57214105188958,30.364593512363815,657.74,Subsidy,7384.46,-9589.73
Algeria,Green garlic,2023,11347.0,212300.26,18710.2,58.57875426380331,22.328630949036494,657.81,Subsidy,18120.34,-3008.04
Algeria,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2021,,3329.76,,56.89402201192456,11.64910568973606,,Subsidy,250.35,401.64
Algeria,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2022,,3122.88,,42.57214105188958,30.364593512363815,,Subsidy,95.04,348.16
Algeria,Groundnut oil,2020,,30398.59,,80.20878465307703,16.65036805957476,,Subsidy,1535.35,-3983.08
Algeria,Groundnut oil,2021,,29545.75,,56.89402201192456,11.64910568973606,,Subsidy,691.54,-3397.19
Algeria,Groundnut oil,2022,,27368.37,,42.57214105188958,30.364593512363815,,Subsidy,2157.52,1980.4
Algeria,"Groundnuts, excluding shelled",2020,4709.0,12354.6,2623.9,80.20878465307703,16.65036805957476,486.13,Subsidy,502.87,1946.01
Algeria,"Groundnuts, excluding shelled",2021,5741.0,15840.0,2759.1,56.89402201192456,11.64910568973606,499.14,Subsidy,1036.87,1347.19
Algeria,"Groundnuts, excluding shelled",2022,6221.0,17913.78,2879.5,42.57214105188958,30.364593512363815,507.51,Subsidy,678.55,-3349.85
Algeria,"Groundnuts, excluding shelled",2023,5754.0,18252.77,3172.2,58.57875426380331,22.328630949036494,502.43,Subsidy,1145.1,-3512.68
Algeria,"Hen eggs in shell, fresh",2020,,308456.45,282.0,80.20878465307703,16.65036805957476,462.72,Subsidy,20919.65,18551.27
Algeria,"Hen eggs in shell, fresh",2021,,305238.6,281.0,56.89402201192456,11.64910568973606,474.36,Subsidy,14701.39,-18518.87
Algeria,"Hen eggs in shell, fresh",2022,,311930.12,267.0,42.57214105188958,30.364593512363815,481.38,Subsidy,24049.7,-6221.0
Algeria,"Hen eggs in shell, fresh",2023,,308541.72,264.0,58.57875426380331,22.328630949036494,473.35,Subsidy,29748.72,50661.46
Algeria,"Horse meat, fresh or chilled",2020,,13.9,,80.20878465307703,16.65036805957476,,Subsidy,0.6,0.53
Algeria,"Horse meat, fresh or chilled",2021,,17.3,,56.89402201192456,11.64910568973606,,Subsidy,1.55,-2.75
Algeria,"Horse meat, fresh or chilled",2022,,16.0,,42.57214105188958,30.364593512363815,,Subsidy,1.12,-0.72
Algeria,"Horse meat, fresh or chilled",2023,,16.0,,58.57875426380331,22.328630949036494,,Subsidy,0.95,2.29
Algeria,Lemons and limes,2020,3991.0,85303.0,21373.8,80.20878465307703,16.65036805957476,673.63,Subsidy,4271.33,-16441.77
Algeria,Lemons and limes,2021,4053.0,84018.0,20731.5,56.89402201192456,11.64910568973606,678.87,Subsidy,8055.56,84.52
Algeria,Lemons and limes,2022,4008.0,85874.62,21427.9,42.57214105188958,30.364593512363815,692.99,Subsidy,3847.49,-8798.79
Algeria,Lemons and limes,2023,4034.0,89860.27,22277.4,58.57875426380331,22.328630949036494,693.48,Subsidy,4677.04,-14901.45
Algeria,"Lentils, dry",2020,14705.0,12111.8,823.7,80.20878465307703,16.65036805957476,468.13,Subsidy,860.49,1880.64
Algeria,"Lentils, dry",2021,9098.0,7998.0,879.1,56.89402201192456,11.64910568973606,480.34,Subsidy,96.5,-58.21
Algeria,"Lentils, dry",2022,5896.0,5708.99,968.3,42.57214105188958,30.364593512363815,488.4,Subsidy,246.27,496.03
Algeria,"Lentils, dry",2023,16612.0,16703.33,1005.5,58.57875426380331,22.328630949036494,480.77,Subsidy,445.71,-2562.29
Algeria,Locust beans (carobs),2020,729.0,3280.0,4499.3,80.20878465307703,16.65036805957476,504.89,Subsidy,233.36,274.09
Algeria,Locust beans (carobs),2021,688.0,3219.0,4678.8,56.89402201192456,11.64910568973606,518.34,Subsidy,242.83,-224.38
Algeria,Locust beans (carobs),2022,703.0,3387.0,4821.0,42.57214105188958,30.364593512363815,526.92,Subsidy,172.64,-429.54
Algeria,Locust beans (carobs),2023,693.0,3424.3,4941.4,58.57875426380331,22.328630949036494,520.12,Subsidy,255.53,-216.55
Algeria,Maize (corn),2020,530.0,3221.0,6073.9,80.20878465307703,16.65036805957476,520.63,Subsidy,153.25,468.34
Algeria,Maize (corn),2021,3606.0,18491.0,5127.8,56.89402201192456,11.64910568973606,522.83,Subsidy,1700.05,779.39
Algeria,Maize (corn),2022,2000.0,11000.0,5500.0,42.57214105188958,30.364593512363815,533.71,Subsidy,153.75,-601.47
Algeria,Maize (corn),2023,2000.0,12000.0,6000.0,58.57875426380331,22.328630949036494,530.71,Subsidy,1196.15,966.4
Algeria,Margarine and shortening,2020,,2407.61,,80.20878465307703,16.65036805957476,,Subsidy,114.36,-414.97
Algeria,Margarine and shortening,2021,,1778.25,,56.89402201192456,11.64910568973606,,Subsidy,129.94,-141.23
Algeria,Margarine and shortening,2022,,4396.69,,42.57214105188958,30.364593512363815,,Subsidy,266.97,216.07
Algeria,"Meat of camels, fresh or chilled",2020,,14718.3,,80.20878465307703,16.65036805957476,,Subsidy,1368.53,-502.53
Algeria,"Meat of camels, fresh or chilled",2021,,14663.4,,56.89402201192456,11.64910568973606,,Subsidy,1012.45,872.16
Algeria,"Meat of camels, fresh or chilled",2022,,15144.38,,42.57214105188958,30.364593512363815,,Subsidy,225.35,67.61
Algeria,"Meat of camels, fresh or chilled",2023,,15913.96,,58.57875426380331,22.328630949036494,,Subsidy,548.1,707.22
Algeria,"Meat of cattle with the bone, fresh or chilled",2020,,144246.0,,80.20878465307703,16.65036805957476,,Subsidy,11127.57,-13093.96
Algeria,"Meat of cattle with the bone, fresh or chilled",2021,,146270.0,,56.89402201192456,11.64910568973606,,Subsidy,4454.86,-2321.84
Algeria,"Meat of cattle with the bone, fresh or chilled",2022,,140000.0,,42.57214105188958,30.364593512363815,,Subsidy,11501.9,-1287.15
Algeria,"Meat of cattle with the bone, fresh or chilled",2023,,138000.0,,58.57875426380331,22.328630949036494,,Subsidy,4848.65,-26719.38
Algeria,"Meat of chickens, fresh or chilled",2020,,489650.0,,80.20878465307703,16.65036805957476,,Subsidy,14278.05,58931.63
Algeria,"Meat of chickens, fresh or chilled",2021,,392275.0,,56.89402201192456,11.64910568973606,,Subsidy,10170.61,-39680.31
Algeria,"Meat of chickens, fresh or chilled",2022,,407744.31,,42.57214105188958,30.364593512363815,,Subsidy,14788.04,14358.7
Algeria,"Meat of chickens, fresh or chilled",2023,,421271.41,,58.57875426380331,22.328630949036494,,Subsidy,23354.57,-38452.64
Algeria,"Meat of goat, fresh or chilled",2020,,37002.7,,80.20878465307703,16.65036805957476,,Subsidy,3486.4,5961.1
Algeria,"Meat of goat, fresh or chilled",2021,,38338.6,,56.89402201192456,11.64910568973606,,Subsidy,2035.35,3437.01
Algeria,"Meat of goat, fresh or chilled",2022,,38872.83,,42.57214105188958,30.364593512363815,,Subsidy,1866.88,-5023.28
Algeria,"Meat of goat, fresh or chilled",2023,,38897.85,,58.57875426380331,22.328630949036494,,Subsidy,1522.78,-3617.27
Algeria,"Meat of pig with the bone, fresh or chilled",2020,,111.15,,80.20878465307703,16.65036805957476,,Subsidy,5.02,-10.05
Algeria,"Meat of pig with the bone, fresh or chilled",2021,,109.4,,56.89402201192456,11.64910568973606,,Subsidy,2.41,0.4
Algeria,"Meat of pig with the bone, fresh or chilled",2022,,108.0,,42.57214105188958,30.364593512363815,,Subsidy,4.31,1.42
Algeria,"Meat of pig with the bone, fresh or chilled",2023,,106.59,,58.57875426380331,22.328630949036494,,Subsidy,9.56,-10.62
Algeria,"Meat of rabbits and hares, fresh or chilled",2020,,8199.87,,80.20878465307703,16.65036805957476,,Subsidy,508.43,-678.49
Algeria,"Meat of rabbits and hares, fresh or chilled",2021,,8212.52,,56.89402201192456,11.64910568973606,,Subsidy,607.42,-324.02
Algeria,"Meat of rabbits and hares, fresh or chilled",2022,,8224.27,,42.57214105188958,30.364593512363815,,Subsidy,676.43,-843.28
Algeria,"Meat of rabbits and hares, fresh or chilled",2023,,8236.02,,58.57875426380331,22.328630949036494,,Subsidy,356.5,351.86
Algeria,"Meat of sheep, fresh or chilled",2020,,334903.0,,80.20878465307703,16.65036805957476,,Subsidy,20954.39,-44576.04
Algeria,"Meat of sheep, fresh or chilled",2021,,342295.0,,56.89402201192456,11.64910568973606,,Subsidy,7292.89,59579.76
Algeria,"Meat of sheep, fresh or chilled",2022,,346058.26,,42.57214105188958,30.364593512363815,,Subsidy,17843.38,-38832.15
Algeria,"Meat of sheep, fresh or chilled",2023,,360039.13,,58.57875426380331,22.328630949036494,,Subsidy,32479.82,-35371.88
Algeria,"Meat of turkeys, fresh or chilled",2020,,41106.0,,80.20878465307703,16.65036805957476,,Subsidy,2096.73,-6003.98
Algeria,"Meat of turkeys, fresh or chilled",2021,,26286.0,,56.89402201192456,11.64910568973606,,Subsidy,771.31,1936.52
Algeria,"Meat of turkeys, fresh or chilled",2022,,35526.94,,42.57214105188958,30.364593512363815,,Subsidy,3207.43,2844.73
Algeria,"Meat of turkeys, fresh or chilled",2023,,36822.49,,58.57875426380331,22.328630949036494,,Subsidy,2021.05,-4138.24
Algeria,Mushrooms and truffles,2020,,1161.96,,80.20878465307703,16.65036805957476,,Subsidy,26.77,-23.51
