Country,Crop,Year,Area_harvested_ha,Production_tonnes,Yield_kg_per_ha
Guinea,Cantaloupes and other melons,2020,274.0,2765.06,10076.1
Guinea,Cantaloupes and other melons,2021,267.0,2685.98,10076.7
Guinea,Cantaloupes and other melons,2022,274.0,2765.9,10076.2
Guinea,Cantaloupes and other melons,2023,272.0,2738.98,10076.3
Guinea,Natural rubber in primary forms,2020,12226.0,15091.87,1234.5
Guinea,Natural rubber in primary forms,2021,12390.0,15140.74,1222.0
Guinea,Natural rubber in primary forms,2022,12164.0,15199.44,1249.6
Guinea,Natural rubber in primary forms,2023,12260.0,15258.14,1244.6
Guinea,Plantains and cooking bananas,2020,109863.0,575205.0,5235.7
Guinea,Plantains and cooking bananas,2021,118256.0,619288.0,5236.8
Guinea,Plantains and cooking bananas,2022,126647.0,663371.0,5237.9
Guinea,Plantains and cooking bananas,2023,134925.0,706875.29,5239.0
Guinea,Green corn (maize),2020,139600.0,299610.36,2146.2
Guinea,Green corn (maize),2021,141351.0,299901.18,2121.7
Guinea,Green corn (maize),2022,139721.0,300394.07,2150.0
Guinea,Green corn (maize),2023,140224.0,300890.56,2145.8
Guinea-Bissau,Bananas,2020,713.0,8511.18,11935.8
Guinea-Bissau,Bananas,2021,716.0,8576.68,11972.3
Guinea-Bissau,Bananas,2022,717.0,8595.48,11984.7
Guinea-Bissau,Bananas,2023,716.0,8561.11,11964.3
Guinea-Bissau,"Beer of barley, malted",2020,,4500.0,
Guinea-Bissau,"Beer of barley, malted",2021,,4500.0,
Guinea-Bissau,"Beer of barley, malted",2022,,4500.0,
Guinea-Bissau,"Cattle fat, unrendered",2020,,201.12,
Guinea-Bissau,"Cattle fat, unrendered",2021,,203.7,
Guinea-Bissau,"Cattle fat, unrendered",2022,,206.92,
Guinea-Bissau,"Cattle fat, unrendered",2023,,210.16,
Guinea-Bissau,"Cotton lint, ginned",2020,,1600.0,
Guinea-Bissau,"Cotton lint, ginned",2021,,1500.0,
Guinea-Bissau,"Cotton lint, ginned",2022,,1431.61,
Guinea-Bissau,Cotton seed,2020,,3100.0,
Guinea-Bissau,Cotton seed,2021,,3000.0,
Guinea-Bissau,Cotton seed,2022,,3075.32,
Guinea-Bissau,"Edible offal of cattle, fresh, chilled or frozen",2020,,1376.88,
Guinea-Bissau,"Edible offal of cattle, fresh, chilled or frozen",2021,,1394.54,
Guinea-Bissau,"Edible offal of cattle, fresh, chilled or frozen",2022,,1416.63,
Guinea-Bissau,"Edible offal of cattle, fresh, chilled or frozen",2023,,1438.76,
Guinea-Bissau,"Edible offal of goat, fresh, chilled or frozen",2020,,258.35,
Guinea-Bissau,"Edible offal of goat, fresh, chilled or frozen",2021,,246.67,
Guinea-Bissau,"Edible offal of goat, fresh, chilled or frozen",2022,,238.33,
Guinea-Bissau,"Edible offal of goat, fresh, chilled or frozen",2023,,229.8,
Guinea-Bissau,"Edible offal of pigs, fresh, chilled or frozen",2020,,818.12,
Guinea-Bissau,"Edible offal of pigs, fresh, chilled or frozen",2021,,812.6,
Guinea-Bissau,"Edible offal of pigs, fresh, chilled or frozen",2022,,809.31,
Guinea-Bissau,"Edible offal of pigs, fresh, chilled or frozen",2023,,806.54,
Guinea-Bissau,"Edible offal of sheep, fresh, chilled or frozen",2020,,320.42,
Guinea-Bissau,"Edible offal of sheep, fresh, chilled or frozen",2021,,320.51,
Guinea-Bissau,"Edible offal of sheep, fresh, chilled or frozen",2022,,321.87,
Guinea-Bissau,"Edible offal of sheep, fresh, chilled or frozen",2023,,323.21,
Guinea-Bissau,Fat of pigs,2020,,236.82,
Guinea-Bissau,Fat of pigs,2021,,235.23,
Guinea-Bissau,Fat of pigs,2022,,234.27,
Guinea-Bissau,Fat of pigs,2023,,233.47,
Guinea-Bissau,"Goat fat, unrendered",2020,,12.92,
Guinea-Bissau,"Goat fat, unrendered",2021,,12.33,
Guinea-Bissau,"Goat fat, unrendered",2022,,11.92,
Guinea-Bissau,"Goat fat, unrendered",2023,,11.49,
Guinea-Bissau,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2020,,12.0,
Guinea-Bissau,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2021,,12.0,
Guinea-Bissau,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2022,,12.84,
Guinea-Bissau,Groundnut oil,2020,,24983.61,
Guinea-Bissau,Groundnut oil,2021,,23982.58,
Guinea-Bissau,Groundnut oil,2022,,23491.79,
Guinea-Bissau,"Groundnuts, excluding shelled",2020,97543.0,115588.0,1185.0
Guinea-Bissau,"Groundnuts, excluding shelled",2021,101778.0,121014.0,1189.0
Guinea-Bissau,"Groundnuts, excluding shelled",2022,109088.0,128886.36,1181.5
Guinea-Bissau,"Groundnuts, excluding shelled",2023,121249.0,143817.84,1186.1
Guinea-Bissau,"Hen eggs in shell, fresh",2020,,1262.64,106.0
Guinea-Bissau,"Hen eggs in shell, fresh",2021,,1269.68,107.0
Guinea-Bissau,"Hen eggs in shell, fresh",2022,,1280.5,108.0
Guinea-Bissau,"Hen eggs in shell, fresh",2023,,1293.31,109.0
Guinea-Bissau,Lemons and limes,2020,722.0,4410.32,6106.8
Guinea-Bissau,Lemons and limes,2021,726.0,4427.44,6100.5
Guinea-Bissau,Lemons and limes,2022,729.0,4449.66,6106.5
Guinea-Bissau,Lemons and limes,2023,732.0,4471.88,6112.5
Guinea-Bissau,Maize (corn),2020,16467.0,13470.0,818.0
Guinea-Bissau,Maize (corn),2021,20546.0,16971.0,826.0
Guinea-Bissau,Maize (corn),2022,20000.0,20328.0,1016.4
Guinea-Bissau,Maize (corn),2023,15000.0,21000.0,1400.0
Guinea-Bissau,"Meat of cattle with the bone, fresh or chilled",2020,,7425.88,
Guinea-Bissau,"Meat of cattle with the bone, fresh or chilled",2021,,7521.11,
Guinea-Bissau,"Meat of cattle with the bone, fresh or chilled",2022,,7640.28,
Guinea-Bissau,"Meat of cattle with the bone, fresh or chilled",2023,,7759.59,
Guinea-Bissau,"Meat of chickens, fresh or chilled",2020,,3066.17,
Guinea-Bissau,"Meat of chickens, fresh or chilled",2021,,3096.64,
Guinea-Bissau,"Meat of chickens, fresh or chilled",2022,,3172.19,
Guinea-Bissau,"Meat of chickens, fresh or chilled",2023,,3248.65,
Guinea-Bissau,"Meat of goat, fresh or chilled",2020,,1011.88,
Guinea-Bissau,"Meat of goat, fresh or chilled",2021,,966.12,
Guinea-Bissau,"Meat of goat, fresh or chilled",2022,,933.48,
Guinea-Bissau,"Meat of goat, fresh or chilled",2023,,900.03,
Guinea-Bissau,"Meat of pig with the bone, fresh or chilled",2020,,11841.25,
Guinea-Bissau,"Meat of pig with the bone, fresh or chilled",2021,,11761.31,
Guinea-Bissau,"Meat of pig with the bone, fresh or chilled",2022,,11713.64,
Guinea-Bissau,"Meat of pig with the bone, fresh or chilled",2023,,11673.62,
Guinea-Bissau,"Meat of sheep, fresh or chilled",2020,,1254.97,
Guinea-Bissau,"Meat of sheep, fresh or chilled",2021,,1255.33,
Guinea-Bissau,"Meat of sheep, fresh or chilled",2022,,1260.67,
Guinea-Bissau,"Meat of sheep, fresh or chilled",2023,,1265.91,
Guinea-Bissau,Natural honey,2020,,159.97,
Guinea-Bissau,Natural honey,2021,,163.65,
Guinea-Bissau,Natural honey,2022,,167.38,
Guinea-Bissau,Natural honey,2023,,171.0,
Guinea-Bissau,Oranges,2020,1420.0,7105.47,5004.6
Guinea-Bissau,Oranges,2021,1429.0,7152.71,5006.0
Guinea-Bissau,Oranges,2022,1417.0,7091.53,5004.7
Guinea-Bissau,Oranges,2023,1422.0,7116.57,5005.1
Guinea-Bissau,"Other fruits, n.e.c.",2020,3160.0,24559.17,7771.5
Guinea-Bissau,"Other fruits, n.e.c.",2021,3163.0,24796.54,7839.4
Guinea-Bissau,"Other fruits, n.e.c.",2022,3176.0,24561.86,7732.6
Guinea-Bissau,"Other fruits, n.e.c.",2023,3190.0,24639.19,7725.0
Guinea-Bissau,Other pulses n.e.c.,2020,5934.0,3152.07,531.1
Guinea-Bissau,Other pulses n.e.c.,2021,5934.0,3154.06,531.5
Guinea-Bissau,Other pulses n.e.c.,2022,5999.0,3167.14,528.0
Guinea-Bissau,Other pulses n.e.c.,2023,5956.0,3180.22,534.0
Guinea-Bissau,"Other vegetables, fresh n.e.c.",2020,6945.0,41781.12,6016.3
Guinea-Bissau,"Other vegetables, fresh n.e.c.",2021,6983.0,42072.69,6025.3
Guinea-Bissau,"Other vegetables, fresh n.e.c.",2022,6995.0,42170.09,6028.6
Guinea-Bissau,"Other vegetables, fresh n.e.c.",2023,6974.0,42007.97,6023.4
Guinea-Bissau,Raw hides and skins of cattle,2020,,1701.76,
Guinea-Bissau,Raw hides and skins of cattle,2021,,1723.59,
Guinea-Bissau,Raw hides and skins of cattle,2022,,1750.9,
Guinea-Bissau,Raw hides and skins of cattle,2023,,1778.24,
Guinea-Bissau,Raw hides and skins of goats or kids,2020,,279.88,
Guinea-Bissau,Raw hides and skins of goats or kids,2021,,267.22,
Guinea-Bissau,Raw hides and skins of goats or kids,2022,,258.2,
Guinea-Bissau,Raw hides and skins of goats or kids,2023,,248.94,
Guinea-Bissau,Raw hides and skins of sheep or lambs,2020,,320.42,
Guinea-Bissau,Raw hides and skins of sheep or lambs,2021,,320.51,
Guinea-Bissau,Raw hides and skins of sheep or lambs,2022,,321.87,
Guinea-Bissau,Raw hides and skins of sheep or lambs,2023,,323.21,
Guinea-Bissau,Raw milk of cattle,2020,,17955.38,
Guinea-Bissau,Raw milk of cattle,2021,,17793.01,
Guinea-Bissau,Raw milk of cattle,2022,,17942.86,
Guinea-Bissau,Raw milk of cattle,2023,,18090.33,
Guinea-Bissau,Raw milk of goats,2020,,14061.57,
Guinea-Bissau,Raw milk of goats,2021,,14351.63,
Guinea-Bissau,Raw milk of goats,2022,,14288.47,
Guinea-Bissau,Raw milk of goats,2023,,14392.32,
Guinea-Bissau,Raw milk of sheep,2020,,6727.83,
Guinea-Bissau,Raw milk of sheep,2021,,6729.86,
Guinea-Bissau,Raw milk of sheep,2022,,6747.2,
Guinea-Bissau,Raw milk of sheep,2023,,6764.24,
Guinea-Bissau,Rice,2020,119147.0,198142.0,1663.0
Guinea-Bissau,Rice,2021,126654.0,213918.0,1689.0
Guinea-Bissau,Rice,2022,120000.0,224000.0,1866.7
Guinea-Bissau,Rice,2023,120000.0,226400.0,1886.7
Guinea-Bissau,"Seed cotton, unginned",2020,4960.0,5382.67,1085.3
Guinea-Bissau,"Seed cotton, unginned",2021,4984.0,5443.45,1092.2
Guinea-Bissau,"Seed cotton, unginned",2022,5012.0,5442.88,1086.0
Guinea-Bissau,"Seed cotton, unginned",2023,4985.0,5423.0,1087.8
Guinea-Bissau,"Sheep fat, unrendered",2020,,29.37,
Guinea-Bissau,"Sheep fat, unrendered",2021,,29.38,
Guinea-Bissau,"Sheep fat, unrendered",2022,,29.5,
Guinea-Bissau,"Sheep fat, unrendered",2023,,29.63,
Guinea-Bissau,Sorghum,2020,23055.0,20680.0,897.0
Guinea-Bissau,Sorghum,2021,25404.0,22838.0,899.0
Guinea-Bissau,Sorghum,2022,20000.0,26742.0,1337.1
Guinea-Bissau,Sorghum,2023,20000.0,23000.0,1150.0
Guinea-Bissau,Beeswax,2020,,100.0,
Guinea-Bissau,Beeswax,2021,,100.0,
Guinea-Bissau,Beeswax,2022,,100.0,
Guinea-Bissau,Beeswax,2023,,100.0,
Guinea-Bissau,"Cashew nuts, in shell",2020,218369.0,120000.0,549.5
Guinea-Bissau,"Cashew nuts, in shell",2021,227798.0,125233.96,549.8
Guinea-Bissau,"Cashew nuts, in shell",2022,206825.0,114693.31,554.5
Guinea-Bissau,"Cashew nuts, in shell",2023,204819.0,114560.57,559.3
Guinea-Bissau,"Cassava, fresh",2020,4737.0,53771.0,11351.3
Guinea-Bissau,"Cassava, fresh",2021,4374.0,49274.0,11265.2
Guinea-Bissau,"Cassava, fresh",2022,4929.0,53856.7,10925.7
Guinea-Bissau,"Cassava, fresh",2023,5169.0,56932.48,11014.8
Guinea-Bissau,"Mangoes, guavas and mangosteens",2020,961.0,9319.44,9693.2
Guinea-Bissau,"Mangoes, guavas and mangosteens",2021,964.0,9396.3,9742.3
Guinea-Bissau,"Mangoes, guavas and mangosteens",2022,961.0,9245.85,9623.3
Guinea-Bissau,"Mangoes, guavas and mangosteens",2023,962.0,9320.53,9686.3
Guinea-Bissau,Millet,2020,29346.0,23917.0,815.0
Guinea-Bissau,Millet,2021,30960.0,25263.0,816.0
Guinea-Bissau,Millet,2022,30000.0,28804.0,960.1
Guinea-Bissau,Millet,2023,30000.0,27000.0,900.0
Guinea-Bissau,Oil of palm kernel,2020,,1000.0,
Guinea-Bissau,Oil of palm kernel,2021,,1000.0,
Guinea-Bissau,Oil of palm kernel,2022,,1000.0,
Guinea-Bissau,Oil palm fruit,2020,9571.0,80999.17,8462.8
Guinea-Bissau,Oil palm fruit,2021,9573.0,80857.74,8446.2
Guinea-Bissau,Oil palm fruit,2022,9580.0,80897.88,8444.6
Guinea-Bissau,Oil palm fruit,2023,9586.0,80938.01,8443.1
Guinea-Bissau,Palm kernels,2020,,4000.0,
Guinea-Bissau,Palm kernels,2021,,4000.0,
Guinea-Bissau,Palm kernels,2022,,4000.0,
Guinea-Bissau,Palm oil,2020,,5943.03,
Guinea-Bissau,Palm oil,2021,,5941.32,
Guinea-Bissau,Palm oil,2022,,5944.15,
Guinea-Bissau,Pineapples,2020,105.0,410.15,3910.3
Guinea-Bissau,Pineapples,2021,105.0,408.97,3906.4
Guinea-Bissau,Pineapples,2022,105.0,408.41,3880.0
Guinea-Bissau,Pineapples,2023,105.0,409.18,3898.9
Guinea-Bissau,Sugar cane,2020,256.0,7030.86,27511.5
Guinea-Bissau,Sugar cane,2021,256.0,6888.03,26866.2
Guinea-Bissau,Sugar cane,2022,257.0,6920.55,26957.3
Guinea-Bissau,Sugar cane,2023,256.0,6946.48,27111.2
Guinea-Bissau,Sweet potatoes,2020,7080.0,35415.0,5002.1
Guinea-Bissau,Sweet potatoes,2021,9020.0,45095.0,4999.4
Guinea-Bissau,Sweet potatoes,2022,8192.0,40916.85,4994.6
Guinea-Bissau,Sweet potatoes,2023,8365.0,39937.38,4774.2
Guinea-Bissau,Coconut oil,2020,,5574.52,
Guinea-Bissau,Coconut oil,2021,,5613.22,
Guinea-Bissau,Coconut oil,2022,,5589.23,
Guinea-Bissau,"Coconuts, in shell",2020,11462.0,49200.0,4292.4
Guinea-Bissau,"Coconuts, in shell",2021,11390.0,49200.0,4319.7
Guinea-Bissau,"Coconuts, in shell",2022,11103.0,48000.0,4323.2
Guinea-Bissau,"Coconuts, in shell",2023,11042.0,47774.65,4326.6
Guinea-Bissau,Fonio,2020,465.0,295.0,634.4
Guinea-Bissau,Fonio,2021,484.0,331.0,683.9
Guinea-Bissau,Fonio,2022,587.0,399.0,679.7
Guinea-Bissau,Fonio,2023,707.0,456.38,645.2
Guinea-Bissau,Cereals n.e.c.,2020,3454.0,1257.38,364.1
Guinea-Bissau,Cereals n.e.c.,2021,3402.0,1237.79,363.8
Guinea-Bissau,Cereals n.e.c.,2022,2751.0,1000.0,363.5
Guinea-Bissau,Cereals n.e.c.,2023,3344.0,1214.61,363.2
Guinea-Bissau,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,12873.0,86550.95,6723.3
Guinea-Bissau,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,12901.0,88164.49,6834.1
Guinea-Bissau,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2022,12929.0,86973.34,6726.9
Guinea-Bissau,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,12957.0,87229.59,6732.2
Guinea-Bissau,"Cow peas, dry",2020,4287.0,643.15,150.0
Guinea-Bissau,"Cow peas, dry",2021,4325.0,648.3,149.9
Guinea-Bissau,"Cow peas, dry",2022,4298.0,644.77,150.0
Guinea-Bissau,"Cow peas, dry",2023,4303.0,645.41,150.0
Guinea-Bissau,Natural rubber in primary forms,2020,18000.0,21000.0,1166.7
Guinea-Bissau,Natural rubber in primary forms,2021,19000.0,23000.0,1210.5
Guinea-Bissau,Natural rubber in primary forms,2022,19500.0,23200.0,1189.7
Guinea-Bissau,Natural rubber in primary forms,2023,21000.0,25000.0,1190.5
Guinea-Bissau,Papayas,2020,331.0,3104.63,9379.7
Guinea-Bissau,Papayas,2021,333.0,3106.14,9324.0
Guinea-Bissau,Papayas,2022,333.0,3129.72,9388.5
Guinea-Bissau,Papayas,2023,332.0,3113.5,9364.0
Guinea-Bissau,Plantains and cooking bananas,2020,18367.0,56852.79,3095.4
Guinea-Bissau,Plantains and cooking bananas,2021,18142.0,57191.25,3152.5
Guinea-Bissau,Plantains and cooking bananas,2022,18228.0,57302.37,3143.7
Guinea-Bissau,Plantains and cooking bananas,2023,18245.0,57115.47,3130.4
Kenya,Apples,2020,57.0,105.76,1856.1
Kenya,Apples,2021,339.0,976.05,2879.1
Kenya,Apples,2022,695.0,2000.0,2879.1
Kenya,Apples,2023,274.0,788.86,2879.1
Kenya,Apricots,2020,16.0,76.86,4705.1
Kenya,Apricots,2021,16.0,77.33,4758.7
Kenya,Apricots,2022,16.0,77.46,4767.2
Kenya,Apricots,2023,16.0,77.22,4743.6
Kenya,Artichokes,2020,5.0,26.89,5249.9
Kenya,Artichokes,2021,5.0,26.76,5358.6
Kenya,Artichokes,2022,5.0,26.9,5272.5
Kenya,Artichokes,2023,5.0,26.85,5293.1
Kenya,Bananas,2020,72123.0,1856658.7,25742.8
Kenya,Bananas,2021,71681.0,1985254.49,27695.8
Kenya,Bananas,2022,71800.0,2052600.0,28587.7
Kenya,Bananas,2023,79246.0,2906900.0,36682.0
Kenya,Barley,2020,11051.0,34953.0,3162.9
Kenya,Barley,2021,13319.0,33117.0,2486.4
Kenya,Barley,2022,7512.0,20079.0,2672.9
Kenya,Barley,2023,13292.0,32876.0,2473.4
Kenya,"Beans, dry",2020,1147709.0,774365.67,674.7
Kenya,"Beans, dry",2021,1131565.0,668916.0,591.1
Kenya,"Beans, dry",2022,1268568.0,750120.0,591.3
Kenya,"Beans, dry",2023,1219960.0,860973.0,705.7
Kenya,"Beer of barley, malted",2020,,450000.0,
Kenya,"Beer of barley, malted",2021,,430000.0,
Kenya,"Beer of barley, malted",2022,,435000.0,
Kenya,"Broad beans and horse beans, green",2020,556.0,3318.22,5968.0
Kenya,"Broad beans and horse beans, green",2021,576.0,3200.66,5556.7
Kenya,"Broad beans and horse beans, green",2022,561.0,3186.17,5678.4
Kenya,"Broad beans and horse beans, green",2023,512.0,2943.49,5746.9
Kenya,Cabbages,2020,29034.0,943609.5,32499.9
Kenya,Cabbages,2021,31426.0,1099881.85,34999.5
Kenya,Cabbages,2022,34848.0,1382100.0,39660.8
Kenya,Cabbages,2023,31771.0,1042800.0,32822.4
Kenya,Carrots and turnips,2020,5494.0,87823.0,15985.3
Kenya,Carrots and turnips,2021,5587.0,97337.0,17422.1
Kenya,Carrots and turnips,2022,5682.0,93964.76,16536.8
Kenya,Carrots and turnips,2023,6326.0,119031.63,18817.2
Kenya,"Cattle fat, unrendered",2020,,8303.37,
Kenya,"Cattle fat, unrendered",2021,,8520.64,
Kenya,"Cattle fat, unrendered",2022,,7577.95,
Kenya,"Cattle fat, unrendered",2023,,8088.84,
Kenya,Cauliflowers and broccoli,2020,98.0,932.0,9518.0
Kenya,Cauliflowers and broccoli,2021,107.0,888.4,8276.5
Kenya,Cauliflowers and broccoli,2022,122.0,677.0,5533.8
Kenya,Cauliflowers and broccoli,2023,105.0,1025.75,9738.5
Kenya,"Chick peas, dry",2020,4112.0,1438.4,349.8
Kenya,"Chick peas, dry",2021,4121.0,1442.17,349.9
Kenya,"Chick peas, dry",2022,4136.0,1447.54,350.0
Kenya,"Chick peas, dry",2023,4123.0,1442.7,349.9
Kenya,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,2432.0,3048.38,1253.6
Kenya,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,2486.0,3027.51,1217.9
Kenya,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,2471.0,3008.59,1217.6
Kenya,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,2463.0,2989.43,1213.8
Kenya,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,947.0,7545.16,7967.1
Kenya,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,1087.0,8843.69,8135.7
Kenya,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,1394.0,11729.66,8413.2
Kenya,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,1270.0,10745.74,8461.0
Kenya,"Cotton lint, ginned",2020,,2000.0,
Kenya,"Cotton lint, ginned",2021,,559.0,
Kenya,"Cotton lint, ginned",2022,,1254.0,
Kenya,Cotton seed,2020,,4000.0,
Kenya,Cotton seed,2021,,900.0,
Kenya,Cotton seed,2022,,2500.0,
Kenya,Cucumbers and gherkins,2020,508.0,5924.54,11669.9
Kenya,Cucumbers and gherkins,2021,493.0,5344.35,10835.1
Kenya,Cucumbers and gherkins,2022,1697.0,14403.76,8488.0
Kenya,Cucumbers and gherkins,2023,1166.0,10774.23,9237.9
Kenya,Dates,2020,476.0,1080.82,2272.1
Kenya,Dates,2021,478.0,1083.99,2266.3
Kenya,Dates,2022,479.0,1085.54,2264.9
Kenya,Dates,2023,478.0,1087.08,2275.4
Kenya,"Edible offal of cattle, fresh, chilled or frozen",2020,,46889.61,
Kenya,"Edible offal of cattle, fresh, chilled or frozen",2021,,48116.54,
Kenya,"Edible offal of cattle, fresh, chilled or frozen",2022,,42793.15,
Kenya,"Edible offal of cattle, fresh, chilled or frozen",2023,,45678.14,
Kenya,"Edible offal of goat, fresh, chilled or frozen",2020,,17178.47,
Kenya,"Edible offal of goat, fresh, chilled or frozen",2021,,15545.32,
Kenya,"Edible offal of goat, fresh, chilled or frozen",2022,,11886.81,
Kenya,"Edible offal of goat, fresh, chilled or frozen",2023,,16493.83,
Kenya,"Edible offal of pigs, fresh, chilled or frozen",2020,,1782.66,
Kenya,"Edible offal of pigs, fresh, chilled or frozen",2021,,1597.52,
Kenya,"Edible offal of pigs, fresh, chilled or frozen",2022,,4172.76,
Kenya,"Edible offal of pigs, fresh, chilled or frozen",2023,,2769.23,
Kenya,"Edible offal of sheep, fresh, chilled or frozen",2020,,16599.86,
Kenya,"Edible offal of sheep, fresh, chilled or frozen",2021,,10592.08,
Kenya,"Edible offal of sheep, fresh, chilled or frozen",2022,,8203.96,
Kenya,"Edible offal of sheep, fresh, chilled or frozen",2023,,10768.96,
Kenya,"Edible offals of camels and other camelids, fresh, chilled or frozen",2020,,5055.97,
Kenya,"Edible offals of camels and other camelids, fresh, chilled or frozen",2021,,3225.03,
Kenya,"Edible offals of camels and other camelids, fresh, chilled or frozen",2022,,2005.01,
Kenya,"Edible offals of camels and other camelids, fresh, chilled or frozen",2023,,4548.37,
Kenya,Fat of camels,2020,,1197.47,
Kenya,Fat of camels,2021,,763.82,
Kenya,Fat of camels,2022,,474.87,
Kenya,Fat of camels,2023,,1077.25,
Kenya,Fat of pigs,2020,,1591.66,
Kenya,Fat of pigs,2021,,1426.36,
Kenya,Fat of pigs,2022,,3725.68,
Kenya,Fat of pigs,2023,,2472.53,
Kenya,"Goat fat, unrendered",2020,,2233.2,
Kenya,"Goat fat, unrendered",2021,,2020.89,
Kenya,"Goat fat, unrendered",2022,,1545.29,
Kenya,"Goat fat, unrendered",2023,,2144.2,
Kenya,Green garlic,2020,246.0,3860.0,15723.0
Kenya,Green garlic,2021,231.0,3713.0,16045.8
Kenya,Green garlic,2022,300.0,3486.15,11628.3
Kenya,Green garlic,2023,269.0,3365.84,12516.3
Kenya,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2020,,569500.0,
Kenya,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2021,,537800.0,
Kenya,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",2022,,535000.0,
Kenya,"Groundnuts, excluding shelled",2020,15598.0,15604.2,1000.4
Kenya,"Groundnuts, excluding shelled",2021,14275.0,12897.0,903.5
Kenya,"Groundnuts, excluding shelled",2022,21546.0,27900.0,1294.9
Kenya,"Groundnuts, excluding shelled",2023,20924.0,24000.0,1147.0
Kenya,"Hen eggs in shell, fresh",2020,,110369.7,105.0
Kenya,"Hen eggs in shell, fresh",2021,,89609.99,84.0
Kenya,"Hen eggs in shell, fresh",2022,,73000.0,111.0
Kenya,"Hen eggs in shell, fresh",2023,,90993.23,113.0
Kenya,Lemons and limes,2020,4639.0,98850.52,21306.7
Kenya,Lemons and limes,2021,5452.0,68274.7,12523.3
Kenya,Lemons and limes,2022,8387.0,67589.1,8059.3
Kenya,Lemons and limes,2023,5860.0,59118.22,10088.7
Kenya,"Lentils, dry",2020,2128.0,1678.01,788.7
Kenya,"Lentils, dry",2021,2062.0,1660.5,805.3
Kenya,"Lentils, dry",2022,2113.0,1632.94,773.0
Kenya,"Lentils, dry",2023,2101.0,1657.15,788.9
Kenya,Maize (corn),2020,2135741.0,3789000.0,1774.1
Kenya,Maize (corn),2021,2168603.0,3304430.0,1523.8
Kenya,Maize (corn),2022,2113520.0,3082220.0,1458.3
Kenya,Maize (corn),2023,2430014.0,4285206.0,1763.4
Kenya,Margarine and shortening,2020,,499967.62,
Kenya,Margarine and shortening,2021,,385703.15,
Kenya,Margarine and shortening,2022,,357516.36,
Kenya,"Meat of camels, fresh or chilled",2020,,61203.88,
Kenya,"Meat of camels, fresh or chilled",2021,,39039.78,
Kenya,"Meat of camels, fresh or chilled",2022,,24271.14,
Kenya,"Meat of camels, fresh or chilled",2023,,55059.21,
Kenya,"Meat of cattle with the bone, fresh or chilled",2020,,244216.7,
Kenya,"Meat of cattle with the bone, fresh or chilled",2021,,250607.0,
Kenya,"Meat of cattle with the bone, fresh or chilled",2022,,222881.0,
Kenya,"Meat of cattle with the bone, fresh or chilled",2023,,237907.0,
Kenya,"Meat of chickens, fresh or chilled",2020,,69212.23,
Kenya,"Meat of chickens, fresh or chilled",2021,,89450.0,
Kenya,"Meat of chickens, fresh or chilled",2022,,93340.0,
Kenya,"Meat of chickens, fresh or chilled",2023,,93622.0,
Kenya,"Meat of goat, fresh or chilled",2020,,80738.83,
Kenya,"Meat of goat, fresh or chilled",2021,,73063.0,
Kenya,"Meat of goat, fresh or chilled",2022,,55868.0,
Kenya,"Meat of goat, fresh or chilled",2023,,77521.0,
Kenya,"Meat of pig with the bone, fresh or chilled",2020,,25784.94,
Kenya,"Meat of pig with the bone, fresh or chilled",2021,,23107.0,
Kenya,"Meat of pig with the bone, fresh or chilled",2022,,60356.0,
Kenya,"Meat of pig with the bone, fresh or chilled",2023,,40055.0,
Kenya,"Meat of rabbits and hares, fresh or chilled",2020,,2568.96,
Kenya,"Meat of rabbits and hares, fresh or chilled",2021,,993.36,
Kenya,"Meat of rabbits and hares, fresh or chilled",2022,,639.6,
Kenya,"Meat of rabbits and hares, fresh or chilled",2023,,650.4,
Kenya,"Meat of sheep, fresh or chilled",2020,,79679.33,
Kenya,"Meat of sheep, fresh or chilled",2021,,50842.0,
Kenya,"Meat of sheep, fresh or chilled",2022,,39379.0,
Kenya,"Meat of sheep, fresh or chilled",2023,,51691.0,
Kenya,Natural honey,2020,,17800.93,
Kenya,Natural honey,2021,,17265.0,
Kenya,Natural honey,2022,,19777.0,
